 3.00 15000. -5.0  2.0   0.5703    0.4246    0.0000
 3.50 15000. -5.0  2.0   0.5468    0.4263    0.0001
 4.00 15000. -5.0  2.0   0.5331    0.4281    0.0001
 4.50 15000. -5.0  2.0   0.5268    0.4275    0.0001
 5.00 15000. -5.0  2.0   0.5253    0.4244    0.0001
 2.50 16000. -5.0  2.0   0.6083    0.4221    0.0000
 3.00 16000. -5.0  2.0   0.5712    0.4132    0.0000
 3.50 16000. -5.0  2.0   0.5424    0.4166    0.0000
 4.00 16000. -5.0  2.0   0.5245    0.4209    0.0001
 4.50 16000. -5.0  2.0   0.5159    0.4214    0.0001
 5.00 16000. -5.0  2.0   0.5130    0.4190    0.0001
 2.50 17000. -5.0  2.0   0.6151    0.4142    0.0000
 3.00 17000. -5.0  2.0   0.5743    0.4016    0.0000
 3.50 17000. -5.0  2.0   0.5401    0.4066    0.0000
 4.00 17000. -5.0  2.0   0.5182    0.4128    0.0000
 4.50 17000. -5.0  2.0   0.5067    0.4156    0.0000
 5.00 17000. -5.0  2.0   0.5021    0.4143    0.0001
 2.50 18000. -5.0  2.0   0.6222    0.4098    0.0000
 3.00 18000. -5.0  2.0   0.5792    0.3901    0.0000
 3.50 18000. -5.0  2.0   0.5403    0.3952    0.0000
 4.00 18000. -5.0  2.0   0.5140    0.4040    0.0000
 4.50 18000. -5.0  2.0   0.4995    0.4088    0.0000
 5.00 18000. -5.0  2.0   0.4930    0.4092    0.0000
 2.50 19000. -5.0  2.0   0.6294    0.4098    0.0000
 3.00 19000. -5.0  2.0   0.5854    0.3796    0.0000
 3.50 19000. -5.0  2.0   0.5420    0.3836    0.0000
 4.00 19000. -5.0  2.0   0.5118    0.3937    0.0000
 4.50 19000. -5.0  2.0   0.4943    0.4008    0.0000
 5.00 19000. -5.0  2.0   0.4860    0.4028    0.0000
 3.00 20000. -5.0  2.0   0.5930    0.3709    0.0000
 3.50 20000. -5.0  2.0   0.5453    0.3721    0.0000
 4.00 20000. -5.0  2.0   0.5109    0.3830    0.0000
 4.50 20000. -5.0  2.0   0.4911    0.3912    0.0000
 5.00 20000. -5.0  2.0   0.4807    0.3952    0.0000
 3.00 21000. -5.0  2.0   0.6025    0.3636    0.0000
 3.50 21000. -5.0  2.0   0.5507    0.3612    0.0001
 4.00 21000. -5.0  2.0   0.5118    0.3718    0.0000
 4.50 21000. -5.0  2.0   0.4888    0.3813    0.0000
 5.00 21000. -5.0  2.0   0.4773    0.3860    0.0000
 3.00 22000. -5.0  2.0   0.6131    0.3581    0.0000
 3.50 22000. -5.0  2.0   0.5589    0.3505    0.0001
 4.00 22000. -5.0  2.0   0.5150    0.3605    0.0001
 4.50 22000. -5.0  2.0   0.4882    0.3710    0.0000
 5.00 22000. -5.0  2.0   0.4746    0.3769    0.0000
 3.00 23000. -5.0  2.0   0.6237    0.3551    0.0000
 3.50 23000. -5.0  2.0   0.5695    0.3401    0.0001
 4.00 23000. -5.0  2.0   0.5210    0.3492    0.0001
 4.50 23000. -5.0  2.0   0.4901    0.3601    0.0001
 5.00 23000. -5.0  2.0   0.4742    0.3664    0.0000
 3.00 24000. -5.0  2.0   0.6341    0.3545    0.0000
 3.50 24000. -5.0  2.0   0.5816    0.3307    0.0001
 4.00 24000. -5.0  2.0   0.5301    0.3372    0.0002
 4.50 24000. -5.0  2.0   0.4952    0.3481    0.0001
 5.00 24000. -5.0  2.0   0.4759    0.3557    0.0001
 3.00 25000. -5.0  2.0   0.6448    0.3549    0.0000
 3.50 25000. -5.0  2.0   0.5945    0.3225    0.0001
 4.00 25000. -5.0  2.0   0.5406    0.3260    0.0002
 4.50 25000. -5.0  2.0   0.5022    0.3365    0.0001
 5.00 25000. -5.0  2.0   0.4799    0.3447    0.0001
 3.00 26000. -5.0  2.0   0.6589    0.3490    0.0000
 3.50 26000. -5.0  2.0   0.6072    0.3153    0.0001
 4.00 26000. -5.0  2.0   0.5518    0.3156    0.0002
 4.50 26000. -5.0  2.0   0.5107    0.3251    0.0002
 5.00 26000. -5.0  2.0   0.4854    0.3338    0.0001
 3.50 27000. -5.0  2.0   0.6199    0.3078    0.0000
 4.00 27000. -5.0  2.0   0.5632    0.3058    0.0001
 4.50 27000. -5.0  2.0   0.5188    0.3151    0.0001
 5.00 27000. -5.0  2.0   0.4915    0.3234    0.0001
 3.50 28000. -5.0  2.0   0.6320    0.2980    0.0000
 4.00 28000. -5.0  2.0   0.5727    0.2971    0.0001
 4.50 28000. -5.0  2.0   0.5262    0.3056    0.0001
 5.00 28000. -5.0  2.0   0.4960    0.3146    0.0001
 3.50 29000. -5.0  2.0   0.6451    0.2840    0.0000
 4.00 29000. -5.0  2.0   0.5796    0.2883    0.0001
 4.50 29000. -5.0  2.0   0.5299    0.2982    0.0001
 5.00 29000. -5.0  2.0   0.4978    0.3074    0.0001
 3.50 30000. -5.0  2.0   0.6616    0.2679    0.0000
 4.00 30000. -5.0  2.0   0.5840    0.2785    0.0001
 4.50 30000. -5.0  2.0   0.5296    0.2915    0.0001
 5.00 30000. -5.0  2.0   0.4949    0.3024    0.0001
 3.50 31000. -5.0  2.0   0.6857    0.2505    0.0000
 4.00 31000. -5.0  2.0   0.5886    0.2667    0.0001
 4.50 31000. -5.0  2.0   0.5254    0.2852    0.0001
 5.00 31000. -5.0  2.0   0.4866    0.2998    0.0000
 4.00 32000. -5.0  2.0   0.5975    0.2524    0.0001
 4.50 32000. -5.0  2.0   0.5186    0.2791    0.0001
 5.00 32000. -5.0  2.0   0.4746    0.2977    0.0000
 4.00 33000. -5.0  2.0   0.6160    0.2345    0.0000
 4.50 33000. -5.0  2.0   0.5144    0.2700    0.0001
 5.00 33000. -5.0  2.0   0.4611    0.2953    0.0000
 4.00 34000. -5.0  2.0   0.6491    0.2114    0.0000
 4.50 34000. -5.0  2.0   0.5155    0.2574    0.0001
 5.00 34000. -5.0  2.0   0.4479    0.2921    0.0000
 4.00 35000. -5.0  2.0   0.6967    0.1858    0.0000
 4.50 35000. -5.0  2.0   0.5246    0.2395    0.0001
 5.00 35000. -5.0  2.0   0.4393    0.2841    0.0000
 4.50 37500. -5.0  2.0   0.5850    0.1813    0.0002
 5.00 37500. -5.0  2.0   0.4321    0.2471    0.0001
 4.50 40000. -5.0  2.0   0.6790    0.1382    0.0003
 5.00 40000. -5.0  2.0   0.4452    0.2031    0.0002
 5.00 42500. -5.0  2.0   0.4772    0.1716    0.0004
 5.00 45000. -5.0  2.0   0.5095    0.1540    0.0004
 5.00 47500. -5.0  2.0   0.5310    0.1461    0.0005
 5.00 50000. -5.0  2.0   0.5491    0.1410    0.0005
 0.00  3500. -4.5  2.0   0.6523    0.9081    0.0000
 0.50  3500. -4.5  2.0   0.6560    0.8577    0.0000
 1.00  3500. -4.5  2.0   0.6645    0.7579    0.0006
 1.50  3500. -4.5  2.0   0.6778    0.6727    0.0019
 2.00  3500. -4.5  2.0   0.6862    0.6244    0.0024
 2.50  3500. -4.5  2.0   0.6915    0.6121    0.0027
 3.00  3500. -4.5  2.0   0.6926    0.6183    0.0027
 0.00  3750. -4.5  2.0   0.6520    0.8918    0.0001
 0.50  3750. -4.5  2.0   0.6552    0.8589    0.0001
 1.00  3750. -4.5  2.0   0.6573    0.8097    0.0001
 1.50  3750. -4.5  2.0   0.6663    0.6949    0.0004
 2.00  3750. -4.5  2.0   0.6940    0.5493    0.0020
 2.50  3750. -4.5  2.0   0.7276    0.4598    0.0034
